publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Analyse fonctionnelle - Partie 2									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/analyse-fonctionnelle-af101/	Godefroy	analyse-fonctionnelle-af101		fulltext	https://doi.org/10.51257/a-v1-af101	Editions T.I.	monograph		2003				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Espaces métriques I - Notions de base									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/espaces-metriques-i-af120/	Pinoli	espaces-metriques-i-af120		fulltext	https://doi.org/10.51257/a-v1-af120	Editions T.I.	monograph		2018				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Espaces métriques II - Espaces particuliers									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/espaces-metriques-ii-af121/	Pinoli	espaces-metriques-ii-af121		fulltext	https://doi.org/10.51257/a-v1-af121	Editions T.I.	monograph		2018				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Exemples en topologie I - Droites, plans, courbes et objets planaires									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/exemples-en-topologie-i-af122/	Pinoli	exemples-en-topologie-i-af122		fulltext	https://doi.org/10.51257/a-v1-af122	Editions T.I.	monograph		2018				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Exemples en topologie II - Espaces produits, de vecteurs, de suites, de fonctions et de sous-ensembles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/exemples-en-topologie-ii-af123/	Pinoli	exemples-en-topologie-ii-af123		fulltext	https://doi.org/10.51257/a-v1-af123	Editions T.I.	monograph		2018				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Distributions - Opérations et dérivées									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/distributions-af144/	Doisy	distributions-af144		fulltext	https://doi.org/10.51257/a-v1-af144	Editions T.I.	monograph		2004				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Distributions - Convolution et transformée de Fourier									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/distributions-af145/	Doisy	distributions-af145		fulltext	https://doi.org/10.51257/a-v1-af145	Editions T.I.	monograph		2005				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Distributions - Applications									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/distributions-af146/	Doisy	distributions-af146		fulltext	https://doi.org/10.51257/a-v1-af146	Editions T.I.	monograph		2006				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Théorie des ensembles ordonnés									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/theorie-des-ensembles-ordonnes-af94/	Pinoli	theorie-des-ensembles-ordonnes-af94		fulltext	https://doi.org/10.51257/a-v1-af94	Editions T.I.	monograph		2019				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Prétopologie									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/pretopologie-af96/	Pinoli	pretopologie-af96		fulltext	https://doi.org/10.51257/a-v1-af96	Editions T.I.	monograph		2020				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Espaces topologiques I - Notions de base									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/espaces-topologiques-i-af97/	Pinoli	espaces-topologiques-i-af97		fulltext	https://doi.org/10.51257/a-v1-af97	Editions T.I.	monograph		2018				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Espaces topologiques II - Espaces particuliers									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/espaces-topologiques-ii-af98/	Pinoli	espaces-topologiques-ii-af98		fulltext	https://doi.org/10.51257/a-v1-af98	Editions T.I.	monograph		2018				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Topologie et mesure									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-analyse-fonctionnelle-42696210/topologie-et-mesure-af99/	Godefroy	topologie-et-mesure-af99		fulltext	https://doi.org/10.51257/a-v1-af99	Editions T.I.	monograph		2003				mathematiques-fondamentales-analyse-fonctionnelle-42696210		P
Mathématiques fondamentales : algèbre									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/		mathematiques-fondamentales-algebre-42104210		fulltext		Editions T.I.	monograph								P
Fonctions eulériennes. Polynômes orthogonaux classiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/fonctions-euleriennes-polynomes-orthogonaux-classiques-a154/	Maroni	fonctions-euleriennes-polynomes-orthogonaux-classiques-a154		fulltext	https://doi.org/10.51257/a-v1-a154	Editions T.I.	monograph		1994				mathematiques-fondamentales-algebre-42104210		P
Fonctions hypergéométriques Fonctions de Bessel									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/fonctions-hypergeometriques-fonctions-de-bessel-a160/	Maroni	fonctions-hypergeometriques-fonctions-de-bessel-a160		fulltext	https://doi.org/10.51257/a-v1-a160	Editions T.I.	monograph		1997				mathematiques-fondamentales-algebre-42104210		P
Cryptographie - Mathématiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/cryptographie-af172/	Chassé	cryptographie-af172		fulltext	https://doi.org/10.51257/a-v1-af172	Editions T.I.	monograph		2000				mathematiques-fondamentales-algebre-42104210		P
Cryptographie - Algorithmes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/cryptographie-af173/	Chassé	cryptographie-af173		fulltext	https://doi.org/10.51257/a-v1-af173	Editions T.I.	monograph		2000				mathematiques-fondamentales-algebre-42104210		P
Suites automatiques et séries formelles algébriques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/suites-automatiques-et-series-formelles-algebriques-af175/	Allouche	suites-automatiques-et-series-formelles-algebriques-af175		fulltext	https://doi.org/10.51257/a-v1-af175	Editions T.I.	monograph		2005				mathematiques-fondamentales-algebre-42104210		P
Protocoles cryptographiques : analyse par méthodes formelles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/protocoles-cryptographiques-analyse-par-methodes-formelles-af176/	Cortier	protocoles-cryptographiques-analyse-par-methodes-formelles-af176		fulltext	https://doi.org/10.51257/a-v1-af176	Editions T.I.	monograph		2006				mathematiques-fondamentales-algebre-42104210		P
Analyse combinatoire élémentaire									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/analyse-combinatoire-elementaire-af200/	Comtet	analyse-combinatoire-elementaire-af200		fulltext	https://doi.org/10.51257/a-v1-af200	Editions T.I.	monograph		2001				mathematiques-fondamentales-algebre-42104210		P
Analyse combinatoire avancée									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/analyse-combinatoire-avancee-af201/	Comtet	analyse-combinatoire-avancee-af201		fulltext	https://doi.org/10.51257/a-v1-af201	Editions T.I.	monograph		2001				mathematiques-fondamentales-algebre-42104210		P
Analyse combinatoire approfondie									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/analyse-combinatoire-approfondie-af202/	Comtet	analyse-combinatoire-approfondie-af202		fulltext	https://doi.org/10.51257/a-v1-af202	Editions T.I.	monograph		2003				mathematiques-fondamentales-algebre-42104210		P
Théorie des graphes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/theorie-des-graphes-af205/	Cabane	theorie-des-graphes-af205		fulltext	https://doi.org/10.51257/a-v1-af205	Editions T.I.	monograph		2000				mathematiques-fondamentales-algebre-42104210		P
Langage des ensembles et des structures									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/langage-des-ensembles-et-des-structures-af33/	Randé	langage-des-ensembles-et-des-structures-af33		fulltext	https://doi.org/10.51257/a-v1-af33	Editions T.I.	monograph		1997				mathematiques-fondamentales-algebre-42104210		P
Corps des nombres réels									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/corps-des-nombres-reels-af35/	Debeaumarché	corps-des-nombres-reels-af35		fulltext	https://doi.org/10.51257/a-v1-af35	Editions T.I.	monograph		2001				mathematiques-fondamentales-algebre-42104210		P
Polynômes Étude algébrique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/polynomes-etude-algebrique-af37/	Randé	polynomes-etude-algebrique-af37		fulltext	https://doi.org/10.51257/a-v1-af37	Editions T.I.	monograph		1998				mathematiques-fondamentales-algebre-42104210		P
Racines des polynômes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/racines-des-polynomes-af38/	Randé	racines-des-polynomes-af38		fulltext	https://doi.org/10.51257/a-v1-af38	Editions T.I.	monograph		2001				mathematiques-fondamentales-algebre-42104210		P
Fractions rationnelles et séries formelles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/fractions-rationnelles-et-series-formelles-af39/	Randé	fractions-rationnelles-et-series-formelles-af39		fulltext	https://doi.org/10.51257/a-v1-af39	Editions T.I.	monograph		2000				mathematiques-fondamentales-algebre-42104210		P
Familles sommables									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/familles-sommables-af72/	Randé	familles-sommables-af72		fulltext	https://doi.org/10.51257/a-v1-af72	Editions T.I.	monograph		2002				mathematiques-fondamentales-algebre-42104210		P
Procédés sommatoires - Les séries									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/procedes-sommatoires-af73/	Randé	procedes-sommatoires-af73		fulltext	https://doi.org/10.51257/a-v1-af73	Editions T.I.	monograph		2003				mathematiques-fondamentales-algebre-42104210		P
Procédés sommatoires - Développements asymptotiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/procedes-sommatoires-af74/	Randé	procedes-sommatoires-af74		fulltext	https://doi.org/10.51257/a-v1-af74	Editions T.I.	monograph		2004				mathematiques-fondamentales-algebre-42104210		P
Algèbre linéaire									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/algebre-lineaire-af85/	Debeaumarché	algebre-lineaire-af85		fulltext	https://doi.org/10.51257/a-v1-af85	Editions T.I.	monograph		1998				mathematiques-fondamentales-algebre-42104210		P
Calcul matriciel									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/calcul-matriciel-af86/	Debeaumarché	calcul-matriciel-af86		fulltext	https://doi.org/10.51257/a-v1-af86	Editions T.I.	monograph		1998				mathematiques-fondamentales-algebre-42104210		P
Réduction des endomorphismes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/reduction-des-endomorphismes-af87/	Mneimné	reduction-des-endomorphismes-af87		fulltext	https://doi.org/10.51257/a-v1-af87	Editions T.I.	monograph		1999				mathematiques-fondamentales-algebre-42104210		P
Espaces préhilbertiens									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-algebre-42104210/espaces-prehilbertiens-af90/	Randé	espaces-prehilbertiens-af90		fulltext	https://doi.org/10.51257/a-v1-af90	Editions T.I.	monograph		2005				mathematiques-fondamentales-algebre-42104210		P
Mathématiques fondamentales : géométrie									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/		mathematiques-fondamentales-geometrie-42701210		fulltext		Editions T.I.	monograph								P
Géométrie projective									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/geometrie-projective-af206/	Albrecht	geometrie-projective-af206		fulltext	https://doi.org/10.51257/a-v1-af206	Editions T.I.	monograph		2008				mathematiques-fondamentales-geometrie-42701210		P
Géométrie différentielle									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/geometrie-differentielle-af207/	Albrecht	geometrie-differentielle-af207		fulltext	https://doi.org/10.51257/a-v1-af207	Editions T.I.	monograph		2011				mathematiques-fondamentales-geometrie-42701210		P
Géométrie affine et euclidienne									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/geometrie-affine-et-euclidienne-af209/	Albrecht	geometrie-affine-et-euclidienne-af209		fulltext	https://doi.org/10.51257/a-v1-af209	Editions T.I.	monograph		2009				mathematiques-fondamentales-geometrie-42701210		P
Théorie de la mesure géométrique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/theorie-de-la-mesure-geometrique-af213/	Pinoli	theorie-de-la-mesure-geometrique-af213		fulltext	https://doi.org/10.51257/a-v1-af213	Editions T.I.	monograph		2016				mathematiques-fondamentales-geometrie-42701210		P
Introduction à la géométrie algébrique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/introduction-a-la-geometrie-algebrique-af215/	Risler	introduction-a-la-geometrie-algebrique-af215		fulltext	https://doi.org/10.51257/a-v1-af215	Editions T.I.	monograph		2013				mathematiques-fondamentales-geometrie-42701210		P
Géométrie stochastique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/geometrie-stochastique-af216/	Pinoli	geometrie-stochastique-af216		fulltext	https://doi.org/10.51257/a-v1-af216	Editions T.I.	monograph		2016				mathematiques-fondamentales-geometrie-42701210		P
Stéréologie									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/stereologie-af217/	Pinoli	stereologie-af217		fulltext	https://doi.org/10.51257/a-v1-af217	Editions T.I.	monograph		2016				mathematiques-fondamentales-geometrie-42701210		P
Géométrie fractale									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/geometrie-fractale-af218/	Pinoli	geometrie-fractale-af218		fulltext	https://doi.org/10.51257/a-v1-af218	Editions T.I.	monograph		2017				mathematiques-fondamentales-geometrie-42701210		P
Géométrie convexe I - Définitions, propriétés et théorèmes fondamentaux									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/geometrie-convexe-i-af219/	Pinoli	geometrie-convexe-i-af219		fulltext	https://doi.org/10.51257/a-v1-af219	Editions T.I.	monograph		2020				mathematiques-fondamentales-geometrie-42701210		P
Géométrie convexe II - Distances et mesures, approximation, comparaison et symétrisation									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/mathematiques-fondamentales-geometrie-42701210/geometrie-convexe-ii-af220/	Pinoli	geometrie-convexe-ii-af220		fulltext	https://doi.org/10.51257/a-v1-af220	Editions T.I.	monograph		2020				mathematiques-fondamentales-geometrie-42701210		P
Méthodes numériques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/		methodes-numeriques-42105210		fulltext		Editions T.I.	monograph								P
Méthodes numériques de base - Analyse numérique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/methodes-numeriques-de-base-af1220/	Brezinski	methodes-numeriques-de-base-af1220		fulltext	https://doi.org/10.51257/a-v1-af1220	Editions T.I.	monograph		2006				methodes-numeriques-42105210		P
Méthodes numériques de base - Algèbre numérique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/methodes-numeriques-de-base-af1221/	Brezinski	methodes-numeriques-de-base-af1221		fulltext	https://doi.org/10.51257/a-v1-af1221	Editions T.I.	monograph		2006				methodes-numeriques-42105210		P
Bases fonctionnelles de l'analyse numérique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/bases-fonctionnelles-de-l-analyse-numerique-af1223/	Brezinski	bases-fonctionnelles-de-l-analyse-numerique-af1223		fulltext	https://doi.org/10.51257/a-v1-af1223	Editions T.I.	monograph		2013				methodes-numeriques-42105210		P
Calcul des valeurs propres									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/calcul-des-valeurs-propres-af1224/	Philippe	calcul-des-valeurs-propres-af1224		fulltext	https://doi.org/10.51257/a-v1-af1224	Editions T.I.	monograph		2008				methodes-numeriques-42105210		P
Optimisation en nombres entiers									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/optimisation-en-nombres-entiers-af1251/	Minoux	optimisation-en-nombres-entiers-af1251		fulltext	https://doi.org/10.51257/a-v1-af1251	Editions T.I.	monograph		2008				methodes-numeriques-42105210		P
Optimisation différentiable									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/optimisation-differentiable-af1252/	Gilbert	optimisation-differentiable-af1252		fulltext	https://doi.org/10.51257/a-v1-af1252	Editions T.I.	monograph		2008				methodes-numeriques-42105210		P
Optimisation et convexité									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/optimisation-et-convexite-af1253/	Lemaréchal	optimisation-et-convexite-af1253		fulltext	https://doi.org/10.51257/a-v1-af1253	Editions T.I.	monograph		2008				methodes-numeriques-42105210		P
Programmation linéaire - Méthodes et applications									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/programmation-lineaire-af1254/	Scheid	programmation-lineaire-af1254		fulltext	https://doi.org/10.51257/a-v1-af1254	Editions T.I.	monograph		2015				methodes-numeriques-42105210		P
Problèmes inverses									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/problemes-inverses-af1380/	Kern	problemes-inverses-af1380		fulltext	https://doi.org/10.51257/a-v1-af1380	Editions T.I.	monograph		2010				methodes-numeriques-42105210		P
Algorithmes parallèles asynchrones I - Modélisation et analyse									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/algorithmes-paralleles-asynchrones-i-af1385/	Spiteri	algorithmes-paralleles-asynchrones-i-af1385		fulltext	https://doi.org/10.51257/a-v1-af1385	Editions T.I.	monograph		2021				methodes-numeriques-42105210		P
Algorithmes parallèles asynchrones II - Implémentation									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/algorithmes-paralleles-asynchrones-ii-af1386/	Spiteri	algorithmes-paralleles-asynchrones-ii-af1386		fulltext	https://doi.org/10.51257/a-v1-af1386	Editions T.I.	monograph		2021				methodes-numeriques-42105210		P
Algorithmes parallèles asynchrones III - Application, performances									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/algorithmes-paralleles-asynchrones-iii-af1387/	Spiteri	algorithmes-paralleles-asynchrones-iii-af1387		fulltext	https://doi.org/10.51257/a-v1-af1387	Editions T.I.	monograph		2021				methodes-numeriques-42105210		P
Interpolation, approximation et extrapolation rationnelles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/interpolation-approximation-et-extrapolation-rationnelles-af1390/	Brezinski	interpolation-approximation-et-extrapolation-rationnelles-af1390		fulltext	https://doi.org/10.51257/a-v1-af1390	Editions T.I.	monograph		2013				methodes-numeriques-42105210		P
Introduction à MATLAB									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/introduction-a-matlab-af1450/	Prado	introduction-a-matlab-af1450		fulltext	https://doi.org/10.51257/a-v1-af1450	Editions T.I.	monograph		2005				methodes-numeriques-42105210		P
Calcul formel									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/calcul-formel-af1460/	Gomez	calcul-formel-af1460		fulltext	https://doi.org/10.51257/a-v1-af1460	Editions T.I.	monograph		2008				methodes-numeriques-42105210		P
Validation des résultats des logiciels scientifiques - Problème des approximations arithmétiques									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/validation-des-resultats-des-logiciels-scientifiques-af1470/	Vignes	validation-des-resultats-des-logiciels-scientifiques-af1470		fulltext	https://doi.org/10.51257/a-v1-af1470	Editions T.I.	monograph		2009				methodes-numeriques-42105210		P
Validation des résultats des logiciels scientifiques - Approche stochastique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/validation-des-resultats-des-logiciels-scientifiques-af1471/	Vignes	validation-des-resultats-des-logiciels-scientifiques-af1471		fulltext	https://doi.org/10.51257/a-v1-af1471	Editions T.I.	monograph		2009				methodes-numeriques-42105210		P
Approximation des fonctions									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/approximation-des-fonctions-af1480/	Berrut	approximation-des-fonctions-af1480		fulltext	https://doi.org/10.51257/a-v1-af1480	Editions T.I.	monograph		2013				methodes-numeriques-42105210		P
Les bases d’ondelettes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/les-bases-d-ondelettes-af210/	Cohen	les-bases-d-ondelettes-af210		fulltext	https://doi.org/10.51257/a-v1-af210	Editions T.I.	monograph		2002				methodes-numeriques-42105210		P
Méthodes numériques en algèbre linéaire									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/methodes-numeriques-en-algebre-lineaire-af485/	Cabane	methodes-numeriques-en-algebre-lineaire-af485		fulltext	https://doi.org/10.51257/a-v1-af485	Editions T.I.	monograph		1998				methodes-numeriques-42105210		P
Calcul de fonctions de matrices									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/calcul-de-fonctions-de-matrices-af486/	Meurant	calcul-de-fonctions-de-matrices-af486		fulltext	https://doi.org/10.51257/a-v1-af486	Editions T.I.	monograph		2014				methodes-numeriques-42105210		P
Méthodes de Krylov pour la résolution des systèmes linéaires									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/methodes-de-krylov-pour-la-resolution-des-systemes-lineaires-af488/	Meurant	methodes-de-krylov-pour-la-resolution-des-systemes-lineaires-af488		fulltext	https://doi.org/10.51257/a-v1-af488	Editions T.I.	monograph		2007				methodes-numeriques-42105210		P
Méthodes mathématiques pour le traitement des signaux et des images									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/methodes-mathematiques-pour-le-traitement-des-signaux-et-des-images-af490/	Torrésani	methodes-mathematiques-pour-le-traitement-des-signaux-et-des-images-af490		fulltext	https://doi.org/10.51257/a-v1-af490	Editions T.I.	monograph		2011				methodes-numeriques-42105210		P
Algorithmes numériques pour la résolution des grands systèmes									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/algorithmes-numeriques-pour-la-resolution-des-grands-systemes-af502/	Spiteri	algorithmes-numeriques-pour-la-resolution-des-grands-systemes-af502		fulltext	https://doi.org/10.51257/a-v1-af502	Editions T.I.	monograph		2002				methodes-numeriques-42105210		P
Théorie spectrale et applications - Généralités et opérateurs compacts									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/theorie-spectrale-et-applications-af567/	Lenoir	theorie-spectrale-et-applications-af567		fulltext	https://doi.org/10.51257/a-v1-af567	Editions T.I.	monograph		2010				methodes-numeriques-42105210		P
Le théorème spectral									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/le-theoreme-spectral-af568/	Lenoir	le-theoreme-spectral-af568		fulltext	https://doi.org/10.51257/a-v1-af568	Editions T.I.	monograph		2012				methodes-numeriques-42105210		P
Méthode de Boltzmann sur réseau - Application à la mécanique des fluides									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/methode-de-boltzmann-sur-reseau-bm5220/	Martin	methode-de-boltzmann-sur-reseau-bm5220		fulltext	https://doi.org/10.51257/a-v1-bm5220	Editions T.I.	monograph		2019				methodes-numeriques-42105210		P
Introduction au parallélisme et aux architectures parallèles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/introduction-au-parallelisme-et-aux-architectures-paralleles-h1088/	Cappello	introduction-au-parallelisme-et-aux-architectures-paralleles-h1088		fulltext	https://doi.org/10.51257/a-v2-h1088	Editions T.I.	monograph		2017				methodes-numeriques-42105210		P
Scilab, un logiciel libre de calcul scientifique									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/methodes-numeriques-42105210/scilab-un-logiciel-libre-de-calcul-scientifique-in31/	Gomez	scilab-un-logiciel-libre-de-calcul-scientifique-in31		fulltext	https://doi.org/10.51257/a-v1-in31	Editions T.I.	monograph		2005				methodes-numeriques-42105210		P
Analyse numérique des équations différentielles et aux dérivées partielles									https://www.techniques-ingenieur.fr/base-documentaire/sciences-fondamentales-th8/analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210/		analyse-numerique-des-equations-differentielles-et-aux-derivees-partielles-42620210		fulltext		Editions T.I.	monograph								P
